audio,contain speech,female speak,male speak,female transcript,male transcript,annotate,useful annotates,female chunk number,aligned female chunk number,female align percentage,male chunk number,aligned male chunk number,male align percentage,Arousal,Valence,Arousal_binary,Valence_binary,check annotation,check female transcript,check male transcript,check date,romantic interaction,romantic interaction & both speak
Z_001\Day_4\Hour_17\07-18-2019 17_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_4\Hour_18\07-18-2019 18_44_00,yes,yes,yes,1,1,1,8,5,2,0.4,5,1,0.2,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_4\Hour_19\07-18-2019 19_44_00,yes,yes,yes,1,1,1,8,3,1,0.333333333,9,5,0.555555556,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_4\Hour_20\07-18-2019 20_44_00,yes,no,yes,0,1,1,9,-1,-1,-1,20,8,0.4,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_4\Hour_21\07-18-2019 21_44_00,yes,yes,yes,1,1,1,4,3,0,0,13,3,0.230769231,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_4\Hour_9\07-18-2019 09_44_00,yes,yes,yes,1,1,1,15,6,5,0.833333333,5,5,1,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_5\Hour_10\07-19-2019 10_44_01,yes,no,yes,0,1,1,5,-1,-1,-1,9,2,0.222222222,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_5\Hour_16\07-19-2019 16_44_01,yes,yes,yes,1,1,1,5,17,5,0.294117647,10,2,0.2,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_5\Hour_17\07-19-2019 17_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_5\Hour_19\07-19-2019 19_44_01,yes,yes,yes,1,1,1,4,3,1,0.333333333,2,2,1,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_5\Hour_20\07-19-2019 20_44_01,yes,yes,yes,1,1,1,9,8,1,0.125,4,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_5\Hour_21\07-19-2019 21_44_01,yes,no,yes,0,1,1,5,-1,-1,-1,3,1,0.333333333,-1,-1,-1,-1,1,1,1,1,1,0
Z_001\Day_5\Hour_9\07-19-2019 09_44_01,yes,no,yes,0,1,1,9,-1,-1,-1,18,3,0.166666667,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_6\Hour_10\07-20-2019 10_44_02,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_6\Hour_11\07-20-2019 11_44_02,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_6\Hour_12\07-20-2019 12_44_02,yes,yes,yes,1,1,1,10,7,5,0.714285714,6,2,0.333333333,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_6\Hour_13\07-20-2019 13_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_6\Hour_14\07-20-2019 14_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_6\Hour_15\07-20-2019 15_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_6\Hour_16\07-20-2019 16_44_02,no,no,no,0,0,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_6\Hour_17\07-20-2019 17_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_6\Hour_18\07-20-2019 18_44_02,yes,yes,yes,1,1,1,2,5,0,0,3,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_6\Hour_19\07-20-2019 19_44_02,yes,yes,yes,1,1,1,16,15,4,0.266666667,14,6,0.428571429,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_6\Hour_20\07-20-2019 20_44_02,yes,yes,yes,1,1,1,14,10,3,0.3,15,6,0.4,-1,-1,-1,-1,1,1,1,1,1,1
Z_001\Day_6\Hour_21\07-20-2019 21_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_001\Day_6\Hour_9\07-20-2019 09_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_002\Day_1\Hour_12\07-15-2019 12_26_34,yes,yes,yes,1,1,0,-1,11,-1,-1,7,-1,-1,100,100,1,1,0,1,1,0,1,1
Z_003\Day_0\Hour_14\11-24-2019 14_44_01,yes,yes,yes,1,1,0,-1,3,-1,-1,5,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1
Z_003\Day_0\Hour_15\11-24-2019 15_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,-1
Z_003\Day_0\Hour_16\11-24-2019 16_44_00,yes,yes,yes,1,1,1,0,4,0,0,3,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_003\Day_0\Hour_17\11-24-2019 17_44_01,yes,yes,yes,1,1,1,0,5,0,0,6,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_003\Day_0\Hour_18\11-24-2019 18_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,-1
Z_003\Day_0\Hour_19\11-24-2019 19_44_00,yes,yes,yes,1,1,1,0,10,0,0,4,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_003\Day_0\Hour_20\11-24-2019 20_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_003\Day_1\Hour_19\11-18-2019 19_44_08,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_003\Day_1\Hour_20\11-18-2019 20_44_08,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,59,70,1,1,1,1,1,1,0,-1
Z_003\Day_1\Hour_6\11-18-2019 06_44_06,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_003\Day_2\Hour_19\11-19-2019 19_01_24,yes,yes,yes,1,1,1,0,18,0,0,9,0,0,67,65,1,1,1,1,1,1,1,1
Z_003\Day_2\Hour_20\11-19-2019 20_02_30,yes,yes,yes,1,1,1,0,10,0,0,10,0,0,75,84,1,1,1,1,1,1,1,1
Z_003\Day_2\Hour_6\11-19-2019 06_44_08,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_003\Day_3\Hour_19\11-20-2019 19_01_13,yes,yes,yes,1,1,1,0,16,0,0,9,0,0,71,80,1,1,1,1,1,1,1,1
Z_003\Day_3\Hour_20\11-20-2019 20_00_43,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,34,39,0,0,1,1,1,1,0,-1
Z_003\Day_3\Hour_6\11-20-2019 06_44_10,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,83,82,1,1,1,1,1,1,0,-1
Z_003\Day_4\Hour_19\11-21-2019 19_31_08,yes,yes,yes,1,1,1,0,7,0,0,1,0,0,25,26,0,0,1,1,1,1,1,1
Z_003\Day_4\Hour_20\11-21-2019 20_44_12,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,90,23,1,0,1,1,1,1,0,-1
Z_003\Day_4\Hour_6\11-21-2019 06_44_11,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_003\Day_5\Hour_19\11-22-2019 19_02_23,yes,yes,yes,1,1,1,0,6,0,0,4,0,0,80,78,1,1,1,1,1,1,1,1
Z_003\Day_5\Hour_20\11-22-2019 20_02_22,yes,no,yes,0,1,1,0,-1,-1,-1,8,0,0,79,81,1,1,1,1,1,1,1,0
Z_003\Day_5\Hour_6\11-22-2019 06_44_13,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_003\Day_6\Hour_10\11-23-2019 10_08_30,yes,yes,yes,1,1,1,0,8,0,0,6,0,0,36,68,0,1,1,1,1,1,1,1
Z_003\Day_6\Hour_11\11-23-2019 11_05_55,yes,yes,yes,1,1,1,0,4,0,0,6,0,0,50,76,0,1,1,1,1,1,1,1
Z_003\Day_6\Hour_12\11-23-2019 12_00_44,yes,yes,yes,1,1,1,0,13,0,0,12,0,0,29,66,0,1,1,1,1,1,1,1
Z_003\Day_6\Hour_13\11-23-2019 13_15_40,yes,yes,yes,1,1,1,0,11,0,0,11,0,0,35,70,0,1,1,1,1,1,1,1
Z_003\Day_6\Hour_14\11-23-2019 14_44_15,yes,yes,yes,1,1,1,0,1,0,0,3,0,0,22,74,0,1,1,1,1,1,1,1
Z_003\Day_6\Hour_16\11-23-2019 16_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_003\Day_6\Hour_17\11-23-2019 17_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_003\Day_6\Hour_18\11-23-2019 18_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_003\Day_6\Hour_19\11-23-2019 19_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_003\Day_6\Hour_20\11-23-2019 20_44_00,yes,yes,yes,1,1,1,0,16,0,0,8,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_003\Day_6\Hour_9\11-23-2019 09_04_16,yes,yes,yes,1,1,1,0,20,0,0,14,0,0,20,74,0,1,1,1,1,1,1,1
Z_004\Day_0\Hour_10\12-01-2019 10_02_13,yes,yes,yes,1,1,1,0,4,0,0,5,0,0,91,89,1,1,1,1,1,1,1,1
Z_004\Day_0\Hour_11\12-01-2019 11_01_09,yes,no,no,0,1,1,0,-1,-1,-1,0,0,0,100,93,1,1,1,1,0,1,0,-1
Z_004\Day_0\Hour_12\12-01-2019 12_22_21,yes,yes,yes,1,1,1,0,1,0,0,3,0,0,84,91,1,1,1,1,1,1,1,1
Z_004\Day_0\Hour_13\12-01-2019 13_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,35,89,0,1,1,1,1,1,0,-1
Z_004\Day_0\Hour_14\12-01-2019 14_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,19,100,0,1,1,1,1,1,0,-1
Z_004\Day_0\Hour_15\12-01-2019 15_30_59,yes,yes,yes,1,1,1,0,6,0,0,2,0,0,83,100,1,1,1,1,1,1,1,1
Z_004\Day_0\Hour_16\12-01-2019 16_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,83,100,1,1,1,1,1,1,0,-1
Z_004\Day_0\Hour_17\12-01-2019 17_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,73,81,1,1,1,1,1,1,0,-1
Z_004\Day_0\Hour_18\12-01-2019 18_10_44,yes,yes,yes,1,1,1,0,2,0,0,2,0,0,73,100,1,1,1,1,1,1,1,1
Z_004\Day_0\Hour_19\12-01-2019 19_00_52,yes,yes,yes,1,1,1,0,5,0,0,2,0,0,85,100,1,1,1,1,1,1,1,1
Z_004\Day_0\Hour_20\12-01-2019 20_44_00,yes,yes,yes,1,1,1,0,13,0,0,19,0,0,68,88,1,1,1,1,1,1,1,1
Z_004\Day_0\Hour_21\12-01-2019 21_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,68,82,1,1,1,1,1,1,0,-1
Z_004\Day_0\Hour_8\12-01-2019 08_29_35,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,87,92,1,1,1,1,1,1,0,-1
Z_004\Day_0\Hour_9\12-01-2019 09_00_14,yes,yes,yes,1,1,1,0,4,0,0,15,0,0,100,100,1,1,1,1,1,1,1,1
Z_004\Day_1\Hour_16\11-25-2019 16_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0
Z_004\Day_1\Hour_17\11-25-2019 17_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_1\Hour_18\11-25-2019 18_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_1\Hour_19\11-25-2019 19_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_1\Hour_20\11-25-2019 20_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_1\Hour_21\11-25-2019 21_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_1\Hour_7\11-25-2019 07_36_07,yes,yes,yes,1,1,1,0,4,0,0,15,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_004\Day_2\Hour_16\11-26-2019 16_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_2\Hour_17\11-26-2019 17_44_00,yes,no,yes,0,1,1,0,-1,-1,-1,4,0,0,100,66,1,1,1,1,1,1,0,-1
Z_004\Day_2\Hour_18\11-26-2019 18_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,34,87,0,1,1,1,1,1,0,-1
Z_004\Day_2\Hour_19\11-26-2019 19_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_2\Hour_20\11-26-2019 20_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,63,75,1,1,1,1,1,1,0,-1
Z_004\Day_2\Hour_21\11-26-2019 21_27_43,yes,yes,yes,1,1,1,0,4,0,0,6,0,0,29,78,0,1,1,1,1,1,1,1
Z_004\Day_2\Hour_22\11-26-2019 22_30_30,yes,yes,yes,1,1,1,0,5,0,0,2,0,0,62,77,1,1,1,1,1,1,1,1
Z_004\Day_2\Hour_7\11-26-2019 07_44_00,yes,yes,yes,1,1,1,0,11,0,0,15,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_004\Day_3\Hour_16\11-27-2019 16_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_3\Hour_17\11-27-2019 17_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,77,81,1,1,1,1,1,1,0,-1
Z_004\Day_3\Hour_18\11-27-2019 18_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,82,88,1,1,1,1,1,1,0,-1
Z_004\Day_3\Hour_19\11-27-2019 19_44_02,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,74,84,1,1,1,1,1,1,0,-1
Z_004\Day_3\Hour_20\11-27-2019 20_44_02,yes,yes,yes,1,1,1,0,2,0,0,2,0,0,67,73,1,1,1,1,1,1,1,1
Z_004\Day_3\Hour_21\11-27-2019 21_44_03,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,35,68,0,1,1,1,1,1,0,-1
Z_004\Day_3\Hour_22\11-27-2019 22_44_03,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,25,71,0,1,1,1,1,1,0,-1
Z_004\Day_3\Hour_7\11-27-2019 07_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,73,1,1,1,1,1,1,0,-1
Z_004\Day_4\Hour_16\11-28-2019 16_10_17,yes,yes,yes,1,1,1,0,13,0,0,17,0,0,88,79,1,1,1,1,1,1,1,1
Z_004\Day_4\Hour_17\11-28-2019 17_00_18,yes,yes,yes,1,1,1,0,4,0,0,6,0,0,100,100,1,1,1,1,1,1,1,1
Z_004\Day_4\Hour_18\11-28-2019 18_00_36,yes,yes,yes,1,1,1,0,15,0,0,13,0,0,87,93,1,1,1,1,1,1,0,-1
Z_004\Day_4\Hour_19\11-28-2019 19_00_16,yes,yes,yes,1,1,1,0,6,0,0,16,0,0,86,83,1,1,1,1,1,1,0,-1
Z_004\Day_4\Hour_20\11-28-2019 20_44_08,yes,yes,no,1,0,1,0,17,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_4\Hour_21\11-28-2019 21_44_08,yes,yes,yes,1,1,1,0,17,0,0,12,0,0,68,76,1,1,1,1,1,1,0,-1
Z_004\Day_4\Hour_22\11-28-2019 22_44_09,yes,yes,yes,1,1,1,0,18,0,0,12,0,0,68,28,1,0,1,1,1,1,0,-1
Z_004\Day_4\Hour_7\11-28-2019 07_00_47,yes,yes,yes,1,1,1,0,12,0,0,10,0,0,91,85,1,1,1,1,1,1,1,1
Z_004\Day_5\Hour_16\11-29-2019 16_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,89,1,1,1,1,1,1,0,-1
Z_004\Day_5\Hour_17\11-29-2019 17_26_38,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,92,1,1,1,1,1,1,0,-1
Z_004\Day_5\Hour_18\11-29-2019 18_07_06,yes,yes,yes,1,1,1,0,4,0,0,4,0,0,100,90,1,1,1,1,1,1,1,1
Z_004\Day_5\Hour_19\11-29-2019 19_03_08,yes,yes,yes,1,1,1,0,18,0,0,15,0,0,95,92,1,1,1,1,1,1,1,1
Z_004\Day_5\Hour_20\11-29-2019 20_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,92,83,1,1,1,1,1,1,1,0
Z_004\Day_5\Hour_21\11-29-2019 21_10_04,yes,yes,yes,1,1,1,0,12,0,0,10,0,0,88,87,1,1,1,1,1,1,1,1
Z_004\Day_5\Hour_22\11-29-2019 22_02_17,yes,yes,yes,1,1,1,0,8,0,0,4,0,0,47,77,0,1,1,1,1,1,1,1
Z_004\Day_5\Hour_7\11-29-2019 07_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,31,82,0,1,1,1,1,1,0,-1
Z_004\Day_6\Hour_10\11-30-2019 10_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_6\Hour_11\11-30-2019 11_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_6\Hour_12\11-30-2019 12_44_00,yes,no,yes,0,1,1,0,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_6\Hour_13\11-30-2019 13_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_6\Hour_14\11-30-2019 14_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_6\Hour_15\11-30-2019 15_44_00,yes,yes,yes,1,1,1,0,3,0,0,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_004\Day_6\Hour_16\11-30-2019 16_02_10,yes,yes,yes,1,1,1,0,5,0,0,4,0,0,100,96,1,1,1,1,1,1,1,1
Z_004\Day_6\Hour_17\11-30-2019 17_44_00,yes,yes,yes,1,1,1,0,5,0,0,5,0,0,94,93,1,1,1,1,1,1,1,1
Z_004\Day_6\Hour_18\11-30-2019 18_44_01,yes,yes,yes,1,1,1,0,12,0,0,10,0,0,98,95,1,1,1,1,1,1,0,-1
Z_004\Day_6\Hour_19\11-30-2019 19_44_00,yes,yes,yes,1,1,1,0,8,0,0,13,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_6\Hour_20\11-30-2019 20_44_02,yes,yes,yes,1,1,1,0,14,0,0,6,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
Z_004\Day_6\Hour_21\11-30-2019 21_44_01,yes,yes,yes,1,1,1,0,13,0,0,16,0,0,34,100,0,1,1,1,1,1,0,-1
Z_004\Day_6\Hour_22\11-30-2019 22_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,39,76,0,1,1,1,1,1,1,0
Z_004\Day_6\Hour_8\11-30-2019 08_19_13,yes,yes,yes,1,1,1,0,7,0,0,7,0,0,100,77,1,1,1,1,1,1,1,1
Z_004\Day_6\Hour_9\11-30-2019 09_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_005\Day_0\Hour_10\12-01-2019 10_44_01,yes,yes,yes,1,1,1,0,3,0,0,5,0,0,64,68,1,1,1,1,1,1,1,1
Z_005\Day_0\Hour_11\12-01-2019 11_31_23,yes,yes,yes,1,1,1,0,3,0,0,2,0,0,74,76,1,1,1,1,1,1,1,1
Z_005\Day_0\Hour_12\12-01-2019 12_05_54,yes,yes,yes,1,1,1,0,16,0,0,12,0,0,84,79,1,1,1,1,1,1,1,1
Z_005\Day_0\Hour_13\12-01-2019 13_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,79,77,1,1,1,1,1,1,0,-1
Z_005\Day_0\Hour_14\12-01-2019 14_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,92,82,1,1,1,1,1,1,0,-1
Z_005\Day_0\Hour_15\12-01-2019 15_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,85,76,1,1,1,1,1,1,0,-1
Z_005\Day_0\Hour_16\12-01-2019 16_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,80,80,1,1,1,1,1,1,0,-1
Z_005\Day_0\Hour_17\12-01-2019 17_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,89,83,1,1,1,1,1,1,0,-1
Z_005\Day_0\Hour_18\12-01-2019 18_44_03,yes,yes,yes,1,1,1,0,9,0,0,9,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_005\Day_0\Hour_19\12-01-2019 19_44_03,yes,yes,yes,1,1,1,0,2,0,0,7,0,0,88,73,1,1,1,1,1,1,0,-1
Z_005\Day_0\Hour_8\12-01-2019 08_44_01,no,no,no,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_005\Day_0\Hour_9\12-01-2019 09_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,50,73,0,1,1,1,1,1,0,-1
Z_005\Day_1\Hour_20\11-25-2019 20_44_01,yes,yes,yes,1,1,1,0,7,0,0,3,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_005\Day_1\Hour_21\11-25-2019 21_44_01,yes,no,yes,0,1,1,0,-1,-1,-1,9,0,0,-1,-1,-1,-1,1,1,1,1,1,0
Z_005\Day_2\Hour_19\11-26-2019 19_09_23,yes,yes,yes,1,1,1,0,10,0,0,14,0,0,30,74,0,1,1,1,1,1,1,1
Z_005\Day_2\Hour_20\11-26-2019 20_44_03,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,25,66,0,1,1,1,1,1,0,-1
Z_005\Day_2\Hour_21\11-26-2019 21_44_03,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,34,72,0,1,1,1,1,1,0,-1
Z_005\Day_2\Hour_22\11-26-2019 22_44_03,yes,yes,yes,1,1,1,0,2,0,0,1,0,0,72,69,1,1,1,1,1,1,1,1
Z_005\Day_2\Hour_6\11-26-2019 06_44_02,yes,no,yes,0,1,1,0,-1,-1,-1,7,0,0,-1,-1,-1,-1,1,1,1,1,1,0
Z_005\Day_3\Hour_19\11-27-2019 19_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,65,68,1,1,1,1,1,1,0,-1
Z_005\Day_3\Hour_20\11-27-2019 20_44_03,yes,no,yes,0,1,1,0,-1,-1,-1,1,0,0,50,67,0,1,1,1,1,1,0,-1
Z_005\Day_3\Hour_21\11-27-2019 21_44_04,yes,yes,yes,1,1,1,0,6,0,0,6,0,0,39,78,0,1,1,1,1,1,1,1
Z_005\Day_3\Hour_22\11-27-2019 22_44_04,yes,yes,yes,1,1,1,0,2,0,0,2,0,0,36,70,0,1,1,1,1,1,1,1
Z_005\Day_3\Hour_6\11-27-2019 06_17_10,yes,yes,yes,1,1,1,0,3,0,0,16,0,0,34,57,0,1,1,1,1,1,1,1
Z_005\Day_4\Hour_19\11-28-2019 19_44_06,yes,no,yes,0,1,1,0,-1,-1,-1,1,0,0,69,74,1,1,1,1,1,1,0,-1
Z_005\Day_4\Hour_20\11-28-2019 20_44_06,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,21,73,0,1,1,1,1,1,0,-1
Z_005\Day_4\Hour_21\11-28-2019 21_44_06,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,19,67,0,1,1,1,1,1,0,-1
Z_005\Day_4\Hour_22\11-28-2019 22_44_06,yes,no,yes,0,1,1,0,-1,-1,-1,5,0,0,26,76,0,1,1,1,1,1,0,-1
Z_005\Day_4\Hour_6\11-28-2019 06_44_04,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,50,75,0,1,1,1,1,1,0,-1
Z_005\Day_5\Hour_19\11-29-2019 19_44_08,yes,no,yes,0,1,1,0,-1,-1,-1,5,0,0,50,66,0,1,1,1,1,1,1,0
Z_005\Day_5\Hour_20\11-29-2019 20_44_08,yes,yes,yes,1,1,1,0,5,0,0,3,0,0,80,69,1,1,1,1,1,1,1,1
Z_005\Day_5\Hour_21\11-29-2019 21_44_08,yes,yes,yes,1,1,1,0,1,0,0,1,0,0,73,73,1,1,1,1,1,1,1,1
Z_005\Day_5\Hour_22\11-29-2019 22_44_08,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,66,71,1,1,1,1,1,1,0,-1
Z_005\Day_5\Hour_6\11-29-2019 06_44_05,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,40,60,0,1,1,1,1,1,0,-1
Z_005\Day_6\Hour_10\11-30-2019 10_44_09,yes,yes,yes,1,1,1,0,18,0,0,15,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_005\Day_6\Hour_11\11-30-2019 11_44_09,yes,no,yes,0,1,1,0,-1,-1,-1,3,0,0,81,84,1,1,1,1,1,1,1,0
Z_005\Day_6\Hour_12\11-30-2019 12_44_11,yes,no,yes,0,1,1,0,-1,-1,-1,8,0,0,78,82,1,1,1,1,1,1,1,0
Z_005\Day_6\Hour_13\11-30-2019 13_44_11,yes,yes,yes,1,1,1,0,10,0,0,12,0,0,77,73,1,1,1,1,1,1,1,1
Z_005\Day_6\Hour_14\11-30-2019 14_44_12,yes,yes,yes,1,1,1,0,15,0,0,15,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_005\Day_6\Hour_15\11-30-2019 15_44_13,yes,yes,yes,1,1,1,0,16,0,0,5,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
